Timestamp,Location,Branch Name,Category,Gender,Brand,Size,Available Stock,Sold Stock,Total Items,Target,Price,Restock Needed,Season Month
2024-07-22 14:59:39,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Calvin Klein,L,56,33,89,53,4690,0,July
2024-03-02 17:14:52,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Calvin Klein,XL,89,13,102,18,1408,0,March
2024-01-27 19:40:52,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Calvin Klein,XXL,48,35,83,55,3534,7,January
2024-10-25 15:19:38,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Max,XS,44,25,69,35,3969,0,October
2024-09-27 13:05:55,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Max,S,10,47,57,67,4188,57,September
2024-09-27 18:22:23,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Max,M,39,21,60,31,3282,0,September
2024-09-17 11:02:42,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Max,L,74,42,116,62,1880,0,September
2024-08-10 17:57:02,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Max,XL,38,18,56,23,6056,0,August
2024-12-07 14:01:39,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Max,XXL,84,23,107,33,3224,0,December
2024-08-15 17:00:22,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Allen Solly,XS,11,19,30,24,2290,13,August
2024-02-15 20:56:43,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Allen Solly,S,75,20,95,30,513,0,February
2024-06-07 13:05:26,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Allen Solly,M,31,31,62,51,3156,20,June
2024-12-23 12:23:14,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Allen Solly,L,74,13,87,18,2181,0,December
2024-01-05 14:14:29,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Allen Solly,XL,59,43,102,63,5146,4,January
2024-08-08 11:28:59,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Allen Solly,XXL,74,43,117,63,2926,0,August
2024-03-19 20:23:13,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Gini & Jony,XS,61,46,107,66,7939,5,March
2024-04-23 18:22:19,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Gini & Jony,S,36,41,77,61,7468,25,April
2024-09-15 19:32:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Gini & Jony,M,41,14,55,19,2994,0,September
2024-09-12 18:12:35,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Gini & Jony,L,76,27,103,37,5688,0,September
2024-12-19 12:46:05,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Gini & Jony,XL,28,30,58,50,425,22,December
2024-01-18 13:32:41,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Gini & Jony,XXL,33,35,68,55,1791,22,January
2024-02-10 13:50:57,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Max,XS,52,15,67,20,3318,0,February
2024-01-17 13:42:01,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Max,S,93,46,139,66,2555,0,January
2024-01-27 17:48:33,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Max,M,59,22,81,32,5358,0,January
2024-03-09 15:47:47,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Max,L,74,33,107,53,7141,0,March
2024-01-16 16:21:25,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Max,XL,34,13,47,18,1376,0,January
2024-05-12 16:49:00,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Max,XXL,42,20,62,30,5220,0,May
2024-05-02 11:27:40,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Jockey,XS,72,10,82,15,5987,0,May
2024-03-08 20:03:11,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Jockey,S,50,11,61,16,3965,0,March
2024-05-05 20:55:10,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Jockey,M,47,38,85,58,7360,11,May
2024-07-21 17:47:50,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Jockey,L,62,42,104,62,6038,0,July
2024-08-05 17:44:04,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Jockey,XL,26,21,47,31,5047,5,August
2024-11-27 19:47:28,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Jockey,XXL,76,12,88,17,5651,0,November
2024-10-15 13:54:00,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Co-ords,Women,Max,XS,59,29,88,39,7411,0,October
2024-10-23 16:16:07,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Co-ords,Women,Max,S,68,15,83,20,1852,0,October
2024-10-09 11:49:00,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Co-ords,Women,Max,M,81,20,101,30,4704,0,October
2024-10-02 19:14:34,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Co-ords,Women,Max,L,68,37,105,57,7629,0,October
2024-10-26 12:55:49,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Co-ords,Women,Max,XL,29,6,35,8,6446,0,October
2024-10-19 18:43:28,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Co-ords,Women,Max,XXL,30,5,35,7,452,0,October
2024-10-21 10:27:23,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Max,XS,13,49,62,69,641,56,October
2024-12-13 17:14:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Max,S,49,11,60,16,2958,0,December
2024-07-20 19:11:22,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Max,M,27,7,34,9,1747,0,July
2024-11-14 12:48:09,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Max,L,72,7,79,9,422,0,November
2024-04-23 15:43:08,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Max,XL,56,16,72,21,5320,0,April
2024-08-02 20:40:13,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Max,XXL,32,49,81,69,3636,37,August
2024-05-01 10:08:48,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Jockey,XS,71,11,82,16,4581,0,May
2024-05-25 20:41:19,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Jockey,S,73,25,98,35,602,0,May
2024-10-04 10:31:12,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Jockey,M,94,30,124,50,6869,0,October
2024-06-05 18:40:12,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Jockey,L,81,5,86,7,1451,0,June
2024-08-22 13:55:57,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Jockey,XL,46,17,63,22,5639,0,August
2024-02-19 11:40:01,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Jockey,XXL,14,40,54,60,5474,46,February
2024-01-07 16:21:12,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Calvin Klein,XS,91,30,121,50,2969,0,January
2024-11-13 16:15:51,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Calvin Klein,S,22,44,66,64,793,42,November
2024-03-02 10:35:05,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Calvin Klein,M,52,34,86,54,4632,2,March
2024-11-25 15:11:27,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Calvin Klein,L,23,29,52,39,1043,16,November
2024-09-10 17:32:16,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Calvin Klein,XL,19,29,48,39,6534,20,September
2024-04-15 17:50:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Calvin Klein,XXL,87,16,103,21,7147,0,April
2024-01-04 12:42:18,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Max,XS,92,42,134,62,4351,0,January
2024-01-13 16:53:04,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Max,S,29,25,54,35,7923,6,January
2024-01-24 15:02:39,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Max,M,41,13,54,18,6637,0,January
2024-01-03 14:50:10,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Max,L,86,24,110,34,6972,0,January
2024-01-11 18:22:17,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Max,XL,88,23,111,33,4286,0,January
2024-01-03 15:00:28,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Max,XXL,52,32,84,52,2122,0,January
2024-01-04 19:53:14,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Woodland,XS,20,10,30,15,2296,0,January
2024-01-27 10:22:33,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Woodland,S,93,18,111,23,6100,0,January
2024-01-13 19:44:40,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Woodland,M,78,45,123,65,969,0,January
2024-01-28 10:47:00,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Woodland,L,65,36,101,56,7990,0,January
2024-01-10 17:48:12,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Woodland,XL,16,5,21,7,1261,0,January
2024-01-14 14:18:32,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Woodland,XXL,81,16,97,21,7112,0,January
2024-01-03 12:56:46,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,U.S. Polo Assn.,XS,95,35,130,55,4230,0,January
2024-01-14 15:23:38,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,U.S. Polo Assn.,S,73,14,87,19,1670,0,January
2024-01-14 13:41:35,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,U.S. Polo Assn.,M,42,8,50,10,6420,0,January
2024-01-21 10:28:57,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,U.S. Polo Assn.,L,46,21,67,31,2772,0,January
2024-01-23 18:32:22,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,U.S. Polo Assn.,XL,40,31,71,51,6182,11,January
2024-01-11 13:17:43,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,U.S. Polo Assn.,XXL,69,6,75,8,4318,0,January
2024-07-13 10:07:17,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Max,XS,64,41,105,61,2704,0,July
2024-03-02 19:17:38,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Max,S,74,29,103,39,6228,0,March
2024-09-23 12:50:18,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Max,M,52,46,98,66,3881,14,September
2024-04-13 20:54:18,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Max,L,46,7,53,9,1411,0,April
2024-01-24 13:13:35,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Max,XL,38,21,59,31,4642,0,January
2024-07-12 12:46:04,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Max,XXL,55,10,65,15,2559,0,July
2024-11-23 10:20:33,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Nike,XS,80,9,89,11,5207,0,November
2024-06-13 17:06:54,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Nike,S,65,37,102,57,6084,0,June
2024-06-16 18:15:15,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Nike,M,14,28,42,38,1774,24,June
2024-03-14 12:04:49,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Nike,L,85,44,129,64,7423,0,March
2024-07-08 17:13:31,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Nike,XL,74,18,92,23,1312,0,July
2024-02-26 13:53:25,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Nike,XXL,83,7,90,9,1090,0,February
2024-11-20 15:12:17,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Adidas,XS,10,7,17,9,5855,0,November
2024-04-10 15:16:16,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Adidas,S,68,46,114,66,724,0,April
2024-05-15 12:42:05,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Adidas,M,93,21,114,31,4386,0,May
2024-05-05 18:57:14,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Adidas,L,64,25,89,35,4243,0,May
2024-07-11 15:28:52,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Adidas,XL,17,23,40,33,2848,16,July
2024-01-06 16:41:48,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Adidas,XXL,70,9,79,11,3538,0,January
2024-05-11 15:17:02,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Puma,XS,72,10,82,15,5994,0,May
2024-05-24 13:43:54,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Puma,S,93,28,121,38,4482,0,May
2024-03-26 14:41:22,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Puma,M,85,13,98,18,6606,0,March
2024-10-26 16:57:57,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Puma,L,40,29,69,39,7910,0,October
2024-01-02 18:01:13,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Puma,XL,22,34,56,54,6386,32,January
2024-10-26 14:33:09,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Footwear,Men,Puma,XXL,47,42,89,62,2543,15,October
2024-03-28 18:36:20,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Max,XS,76,40,116,60,5810,0,March
2024-12-08 16:44:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Max,S,34,32,66,52,4384,18,December
2024-10-02 15:20:07,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Max,M,78,16,94,21,1846,0,October
2024-12-12 19:32:39,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Max,L,31,7,38,9,4026,0,December
2024-02-14 11:02:23,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Max,XL,34,28,62,38,6897,4,February
2024-02-13 12:52:11,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Max,XXL,69,42,111,62,3275,0,February
2024-09-09 12:40:47,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Fastrack,XS,34,5,39,7,4506,0,September
2024-01-03 10:20:29,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Fastrack,S,83,47,130,67,6002,0,January
2024-01-21 20:37:37,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Fastrack,M,78,22,100,32,2767,0,January
2024-11-19 14:35:34,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Fastrack,L,20,9,29,11,7813,0,November
2024-08-17 20:24:47,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Fastrack,XL,49,9,58,11,4542,0,August
2024-05-22 10:10:27,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Fastrack,XXL,26,11,37,16,3907,0,May
2024-10-14 17:13:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Titan,XS,81,22,103,32,887,0,October
2024-06-16 16:46:26,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Titan,S,39,45,84,65,2235,26,June
2024-10-05 11:22:39,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Titan,M,18,35,53,55,5570,37,October
2024-03-27 14:21:51,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Titan,L,70,12,82,17,4656,0,March
2024-06-19 15:25:34,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Titan,XL,28,8,36,10,2106,0,June
2024-12-20 11:08:09,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Accessories,Men,Titan,XXL,38,41,79,61,5601,23,December
2024-01-24 10:22:27,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Max,XS,33,6,39,8,3833,0,January
2024-07-28 18:23:41,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Max,S,38,22,60,32,6987,0,July
2024-12-26 13:40:03,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Max,M,73,18,91,23,2674,0,December
2024-04-13 16:40:48,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Max,L,31,14,45,19,3905,0,April
2024-01-07 15:25:04,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Max,XL,37,5,42,7,4134,0,January
2024-04-24 10:04:58,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Max,XXL,45,43,88,63,1823,18,April
2024-01-04 16:28:37,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Jockey,XS,80,5,85,7,5629,0,January
2024-12-13 18:00:08,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Jockey,S,64,49,113,69,1555,5,December
2024-02-25 11:27:59,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Jockey,M,54,28,82,38,7350,0,February
2024-06-24 13:11:10,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Jockey,L,22,5,27,7,4206,0,June
2024-12-03 11:35:03,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Jockey,XL,28,16,44,21,1590,0,December
2024-08-25 14:05:03,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Jockey,XXL,46,9,55,11,1201,0,August
2024-06-04 11:24:08,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Van Heusen,XS,51,38,89,58,5895,7,June
2024-10-01 18:09:29,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Van Heusen,S,63,38,101,58,4767,0,October
2024-08-10 18:06:03,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Van Heusen,M,28,27,55,37,7116,9,August
2024-11-17 13:22:02,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Van Heusen,L,87,47,134,67,3611,0,November
2024-12-02 20:38:40,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Van Heusen,XL,47,20,67,30,4579,0,December
2024-03-16 18:22:05,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Van Heusen,XXL,74,49,123,69,5370,0,March
2024-04-17 16:45:40,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Calvin Klein,XS,83,19,102,24,3262,0,April
2024-09-02 15:42:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Calvin Klein,S,44,17,61,22,1212,0,September
2024-02-04 10:51:21,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Calvin Klein,M,100,31,131,51,1169,0,February
2024-09-12 18:13:22,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Calvin Klein,L,55,44,99,64,5704,9,September
2024-08-04 10:15:56,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Calvin Klein,XL,49,20,69,30,978,0,August
2024-09-06 17:26:20,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Basics,Men,Calvin Klein,XXL,56,33,89,53,4275,0,September
2024-05-28 12:12:19,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Max,XS,48,12,60,17,6563,0,May
2024-05-07 16:31:52,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Max,S,58,44,102,64,5512,6,May
2024-05-27 16:15:57,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Max,M,26,43,69,63,5553,37,May
2024-05-02 11:29:39,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Max,L,20,23,43,33,664,13,May
2024-05-22 17:13:59,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Max,XL,92,27,119,37,6114,0,May
2024-05-10 20:28:16,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Max,XXL,47,47,94,67,5245,20,May
2024-05-01 17:43:45,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Allen Solly,XS,83,35,118,55,7794,0,May
2024-05-22 10:39:19,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Allen Solly,S,26,26,52,36,2126,10,May
2024-05-19 11:23:53,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Allen Solly,M,99,18,117,23,3636,0,May
2024-05-07 16:51:28,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Allen Solly,L,57,45,102,65,4577,8,May
2024-05-02 12:26:25,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Allen Solly,XL,54,36,90,56,4809,2,May
2024-05-23 18:17:50,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Allen Solly,XXL,30,47,77,67,5972,37,May
2024-05-28 11:44:04,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Levi's,XS,56,27,83,37,1062,0,May
2024-05-05 13:00:21,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Levi's,S,20,45,65,65,6515,45,May
2024-05-15 10:24:53,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Levi's,M,55,45,100,65,987,10,May
2024-05-18 10:55:32,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Levi's,L,68,48,116,68,1822,0,May
2024-05-10 12:47:01,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Levi's,XL,64,25,89,35,1478,0,May
2024-05-22 10:03:02,"Adyar, Chennai","Max Showroom - Adyar, Chennai",T-shirts,Men,Levi's,XXL,98,29,127,39,4889,0,May
2024-08-05 11:36:31,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Max,XS,26,49,75,69,5423,43,August
2024-08-18 17:02:01,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Max,S,33,6,39,8,615,0,August
2024-08-13 20:20:58,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Max,M,31,29,60,39,456,8,August
2024-08-07 17:37:03,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Max,L,55,45,100,65,1356,10,August
2024-08-02 10:40:02,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Max,XL,96,14,110,19,3852,0,August
2024-08-08 16:52:49,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Max,XXL,52,13,65,18,6258,0,August
2024-08-12 14:31:51,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Levi's,XS,28,48,76,68,848,40,August
2024-08-02 19:10:57,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Levi's,S,79,37,116,57,430,0,August
2024-08-01 15:05:25,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Levi's,M,23,30,53,50,7153,27,August
2024-08-17 20:10:53,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Levi's,L,71,27,98,37,2233,0,August
2024-08-15 16:04:59,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Levi's,XL,78,18,96,23,3607,0,August
2024-08-01 13:28:34,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Levi's,XXL,33,26,59,36,7456,3,August
2024-08-05 19:12:29,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Lee Cooper,XS,43,34,77,54,3583,11,August
2024-08-07 18:13:17,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Lee Cooper,S,37,13,50,18,2028,0,August
2024-08-07 17:18:57,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Lee Cooper,M,12,37,49,57,1793,45,August
2024-08-03 10:55:52,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Lee Cooper,L,12,46,58,66,784,54,August
2024-08-16 14:08:49,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Lee Cooper,XL,43,43,86,63,5002,20,August
2024-08-04 19:49:23,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Jeans,Men,Lee Cooper,XXL,60,22,82,32,7083,0,August
2024-02-05 19:30:52,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Max,XS,83,31,114,51,1406,0,February
2024-01-04 13:28:04,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Max,S,98,26,124,36,5500,0,January
2024-05-11 10:33:00,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Max,M,73,9,82,11,5241,0,May
2024-12-02 19:44:11,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Max,L,40,37,77,57,4542,17,December
2024-06-12 13:04:49,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Max,XL,78,8,86,10,5938,0,June
2024-03-26 14:40:37,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Max,XXL,62,35,97,55,7576,0,March
2024-03-07 12:46:24,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Peter England,XS,34,6,40,8,2045,0,March
2024-05-18 13:38:45,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Peter England,S,28,34,62,54,6446,26,May
2024-04-22 19:51:59,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Peter England,M,73,22,95,32,2113,0,April
2024-08-26 20:00:50,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Peter England,L,44,22,66,32,5115,0,August
2024-06-08 17:26:28,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Peter England,XL,42,15,57,20,1750,0,June
2024-03-17 20:16:12,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Peter England,XXL,31,38,69,58,3038,27,March
2024-06-14 10:34:42,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Raymond,XS,90,25,115,35,2481,0,June
2024-08-24 13:45:00,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Raymond,S,69,26,95,36,6312,0,August
2024-10-21 14:38:34,"Adyar, Chennai","Max Showroom - Adyar, Chennai",Shirts,Men,Raymond,M,88,6,94,8,5279,0,October
